Bipartite;Clique number;Density;Diameter;Edge connectivity;Matching number;Radius;Vertex connectivity;Largest L-eigenvalue ;AS Second largest Eigenvalue;AS Smallest Eigenvalue;Laplacian spectrum;Chromatic Number;Girth;Group Size;Domination number;Independence number;Chromatic Index
0;2;0.097;7;3;16;5;3;5.814;2.823;-2.814;0.177;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.817;2.767;-2.817;0.233;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.817;2.767;-2.817;0.233;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.838;2.815;-2.838;0.185;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.766;2.766;-2.766;0.234;3;4;1;9;13;3
0;2;0.097;7;3;16;5;3;5.836;2.821;-2.836;0.179;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.872;2.819;-2.872;0.181;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.779;2.784;-2.779;0.216;3;4;1;9;14;3
0;2;0.097;6;3;16;4;3;5.688;2.709;-2.688;0.291;3;5;1;9;13;3
0;2;0.097;7;3;16;5;3;5.862;2.805;-2.862;0.195;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.838;2.815;-2.838;0.185;3;4;1;9;14;3
0;2;0.097;6;3;16;4;3;5.665;2.634;-2.665;0.366;3;5;1;9;14;3
0;2;0.097;7;3;16;5;3;5.813;2.797;-2.813;0.203;3;4;1;9;14;3
0;2;0.097;7;3;16;6;3;5.842;2.800;-2.842;0.2;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.795;2.814;-2.795;0.186;3;4;1;9;14;3
0;2;0.097;6;3;16;4;3;5.833;2.670;-2.833;0.33;3;4;1;9;14;3
0;2;0.097;8;3;16;5;3;5.795;2.834;-2.795;0.166;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.832;2.781;-2.832;0.219;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.678;2.719;-2.678;0.281;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.639;2.684;-2.639;0.316;3;5;1;9;13;3
0;2;0.097;7;3;16;5;3;5.809;2.797;-2.809;0.203;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.846;2.815;-2.846;0.185;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.838;2.815;-2.838;0.185;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.846;2.815;-2.846;0.185;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.805;2.824;-2.805;0.176;3;4;1;10;14;3
0;2;0.097;7;3;16;5;3;5.854;2.799;-2.854;0.201;3;4;1;9;14;3
0;2;0.097;8;3;16;5;3;5.816;2.827;-2.816;0.173;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.723;2.619;-2.723;0.381;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.679;2.783;-2.679;0.217;3;4;1;9;13;3
0;2;0.097;6;3;16;5;3;5.759;2.625;-2.759;0.375;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.813;2.653;-2.813;0.347;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.638;2.702;-2.638;0.298;3;4;1;9;13;3
0;2;0.097;7;3;16;5;3;5.707;2.783;-2.707;0.217;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.821;2.814;-2.821;0.186;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.842;2.809;-2.842;0.191;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.819;2.812;-2.819;0.188;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.719;2.634;-2.719;0.366;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.821;2.812;-2.821;0.188;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.781;2.729;-2.781;0.271;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.865;2.810;-2.865;0.19;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.846;2.815;-2.846;0.185;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.804;2.635;-2.804;0.365;3;4;1;8;14;3
0;2;0.097;6;3;16;5;3;5.804;2.645;-2.804;0.355;3;4;1;9;14;3
0;2;0.097;6;3;16;4;3;5.706;2.622;-2.706;0.378;3;4;1;9;14;3
0;2;0.097;6;3;16;4;3;5.691;2.774;-2.691;0.226;3;5;1;9;13;3
0;2;0.097;7;3;16;4;3;5.727;2.805;-2.727;0.195;3;4;1;9;13;3
0;2;0.097;8;3;16;5;3;5.795;2.834;-2.795;0.166;3;4;1;9;14;3
0;2;0.097;8;3;16;5;3;5.844;2.826;-2.844;0.174;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.766;2.766;-2.766;0.234;3;4;1;9;13;3
0;2;0.097;6;3;16;5;3;5.554;2.688;-2.554;0.312;3;4;1;9;13;3
0;2;0.097;7;3;16;5;3;5.869;2.815;-2.869;0.185;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.861;2.806;-2.861;0.194;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.852;2.796;-2.852;0.204;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.865;2.811;-2.865;0.189;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.856;2.800;-2.856;0.2;3;4;1;9;14;3
0;2;0.097;5;3;16;5;3;5.813;2.629;-2.813;0.371;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.804;2.795;-2.804;0.205;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.855;2.799;-2.855;0.201;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.813;2.825;-2.813;0.175;3;4;1;9;14;3
0;2;0.097;5;3;16;5;3;5.688;2.619;-2.688;0.381;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.860;2.805;-2.86;0.195;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.855;2.799;-2.855;0.201;3;4;1;9;14;3
0;2;0.097;8;3;16;5;3;5.838;2.822;-2.838;0.178;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.868;2.815;-2.868;0.185;3;4;1;9;14;3
0;2;0.097;6;3;16;6;3;5.804;2.748;-2.804;0.252;3;4;1;10;14;3
0;2;0.097;7;3;16;5;3;5.805;2.824;-2.805;0.176;3;4;1;10;14;3
0;2;0.097;8;3;16;5;3;5.844;2.826;-2.844;0.174;3;4;1;9;14;3
0;2;0.097;5;3;16;4;3;5.738;2.641;-2.738;0.359;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.800;2.814;-2.8;0.186;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.705;2.617;-2.705;0.383;3;5;1;9;14;3
0;2;0.097;6;3;16;5;3;5.671;2.620;-2.671;0.38;3;5;1;9;13;3
0;2;0.097;7;3;16;6;3;5.873;2.782;-2.873;0.218;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.738;2.653;-2.738;0.347;3;4;1;9;13;3
0;2;0.097;7;3;16;5;3;5.827;2.781;-2.827;0.219;3;4;1;9;14;3
0;2;0.097;6;3;16;4;3;5.651;2.648;-2.651;0.352;3;5;1;9;13;3
0;2;0.097;7;3;16;5;3;5.791;2.785;-2.791;0.215;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.832;2.797;-2.832;0.203;3;4;1;9;14;3
0;2;0.097;7;3;16;6;3;5.804;2.834;-2.804;0.166;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.639;2.626;-2.639;0.374;3;5;1;9;13;3
0;2;0.097;7;3;16;5;3;5.843;2.811;-2.843;0.189;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.642;2.746;-2.642;0.254;3;4;1;10;13;3
0;2;0.097;7;3;16;5;3;5.843;2.783;-2.843;0.217;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.843;2.761;-2.843;0.239;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.810;2.781;-2.81;0.219;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.766;2.791;-2.766;0.209;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.844;2.756;-2.844;0.244;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.813;2.669;-2.813;0.331;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.835;2.770;-2.835;0.223;3;4;1;9;14;3
0;2;0.097;5;3;16;5;3;5.651;2.613;-2.651;0.387;3;5;1;9;13;3
0;2;0.097;8;3;16;5;3;5.816;2.826;-2.816;0.174;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.832;2.811;-2.832;0.189;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.841;2.811;-2.841;0.189;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.835;2.689;-2.835;0.311;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.838;2.821;-2.838;0.179;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.806;2.816;-2.806;0.184;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.761;2.763;-2.761;0.237;3;4;1;9;13;3
0;2;0.097;6;3;16;5;3;5.705;2.715;-2.705;0.285;3;4;1;9;13;3
0;2;0.097;6;3;16;5;3;5.722;2.644;-2.722;0.356;3;4;1;9;13;3
0;2;0.097;6;3;16;4;3;5.778;2.666;-2.778;0.334;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.796;2.645;-2.796;0.355;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.827;2.783;-2.827;0.217;3;4;1;9;14;3
0;2;0.097;8;3;16;5;3;5.815;2.827;-2.815;0.173;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.863;2.809;-2.863;0.191;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.862;2.808;-2.862;0.192;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.841;2.815;-2.841;0.185;3;4;1;9;14;3
0;2;0.097;6;3;16;4;3;5.714;2.625;-2.714;0.375;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.808;2.812;-2.808;0.188;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.848;2.818;-2.848;0.182;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.616;2.676;-2.616;0.324;3;5;1;9;13;3
0;2;0.097;6;3;16;5;3;5.725;2.728;-2.725;0.272;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.844;2.812;-2.844;0.188;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.814;2.645;-2.814;0.355;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.828;2.816;-2.828;0.184;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.856;2.801;-2.856;0.199;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.762;2.762;-2.762;0.238;3;4;1;9;13;3
0;2;0.097;7;3;16;5;3;5.834;2.805;-2.834;0.195;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.816;2.825;-2.816;0.175;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.834;2.805;-2.834;0.195;3;4;1;9;14;3
0;2;0.097;7;3;16;4;3;5.793;2.810;-2.793;0.19;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.809;2.825;-2.809;0.175;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.846;2.815;-2.846;0.185;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.843;2.817;-2.843;0.183;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.837;2.816;-2.837;0.184;3;4;1;9;14;3
0;2;0.097;7;3;16;6;3;5.844;2.813;-2.844;0.187;3;4;1;9;14;3
0;2;0.097;8;3;16;4;3;5.813;2.825;-2.813;0.175;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.828;2.815;-2.828;0.185;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.870;2.815;-2.87;0.185;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.798;2.790;-2.798;0.21;3;4;1;9;14;3
0;2;0.097;6;3;16;4;3;5.721;2.627;-2.721;0.373;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.784;2.753;-2.784;0.247;3;4;1;9;14;3
0;2;0.097;7;3;16;4;3;5.806;2.810;-2.806;0.19;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.804;2.810;-2.804;0.19;3;4;1;8;14;3
0;2;0.097;6;3;16;5;3;5.759;2.637;-2.759;0.363;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.779;2.634;-2.779;0.366;3;4;1;9;14;3
0;2;0.097;7;3;16;6;3;5.856;2.814;-2.856;0.186;3;4;1;9;14;3
0;2;0.097;7;3;16;4;3;5.815;2.810;-2.815;0.19;3;4;1;9;14;3
0;2;0.097;8;3;16;5;3;5.844;2.826;-2.844;0.174;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.846;2.815;-2.846;0.185;3;4;1;9;14;3
0;2;0.097;7;3;16;4;3;5.812;2.825;-2.812;0.175;3;4;1;9;14;3
0;2;0.097;6;3;16;4;3;5.684;2.684;-2.684;0.316;3;4;1;9;13;3
0;2;0.097;7;3;16;5;3;5.818;2.814;-2.818;0.186;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.821;2.816;-2.821;0.184;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.622;2.714;-2.622;0.286;3;4;1;9;13;3
0;2;0.097;7;3;16;5;3;5.842;2.772;-2.842;0.228;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.661;2.721;-2.661;0.279;3;4;1;9;14;3
0;2;0.097;7;3;16;6;3;5.824;2.828;-2.824;0.172;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.773;2.824;-2.773;0.176;3;4;1;10;14;3
0;2;0.097;7;3;16;5;3;5.834;2.809;-2.834;0.191;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.848;2.817;-2.848;0.183;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.844;2.766;-2.844;0.234;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.823;2.805;-2.823;0.195;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.837;2.812;-2.837;0.188;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.816;2.823;-2.816;0.177;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.870;2.815;-2.87;0.185;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.700;2.617;-2.7;0.383;3;5;1;9;14;3
0;2;0.097;6;3;16;4;3;5.620;2.691;-2.62;0.309;3;5;1;9;13;3
0;2;0.097;7;3;16;5;3;5.854;2.761;-2.854;0.239;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.826;2.814;-2.826;0.186;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.726;2.619;-2.726;0.381;3;4;1;9;14;3
0;2;0.097;5;3;16;5;3;5.633;2.675;-2.633;0.325;3;4;1;9;14;3
0;2;0.097;5;3;16;5;3;5.660;2.603;-2.66;0.0394;3;4;1;9;13;3
0;2;0.097;7;3;16;6;3;5.873;2.811;-2.873;0.189;3;4;1;9;14;3
0;2;0.097;7;3;16;6;3;5.844;2.829;-2.844;0.171;3;4;1;9;14;3
0;2;0.097;8;3;16;5;3;5.805;2.837;-2.805;0.163;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.866;2.808;-2.866;0.192;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.656;2.643;-2.656;0.357;3;5;1;9;13;3
0;2;0.097;7;3;16;6;3;5.869;2.792;-2.869;0.208;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.666;2.733;-2.666;0.267;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.853;2.789;-2.853;0.211;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.687;2.729;-2.687;0.271;3;4;1;9;14;3
0;2;0.097;8;3;16;5;3;5.841;2.823;-2.841;0.177;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.863;2.809;-2.863;0.091;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.873;2.721;-2.873;0.279;3;4;4;9;14;3
0;2;0.097;7;3;16;5;3;5.871;2.817;-2.871;0.183;3;4;2;9;14;3
0;2;0.097;6;3;16;5;3;5.776;2.683;-2.776;0.317;3;4;2;9;14;3
0;2;0.097;6;3;16;5;3;5.726;2.739;-2.726;0.261;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.873;2.718;-2.873;0.282;3;4;4;9;14;3
0;2;0.097;6;3;16;5;3;5.855;2.756;-2.855;0.244;3;4;2;9;14;3
0;2;0.097;6;3;16;5;3;5.707;2.730;-2.707;0.27;3;4;2;9;14;3
0;2;0.097;6;3;16;5;3;5.680;2.690;-2.68;0.31;3;4;2;9;14;3
0;2;0.097;6;3;16;5;3;5.735;2.630;-2.735;0.37;3;4;1;9;14;3
0;2;0.097;8;3;16;5;3;5.839;2.822;-2.839;0.178;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.705;2.715;-2.705;0.285;3;4;4;9;13;3
0;2;0.097;7;3;16;5;3;5.839;2.813;-2.839;0.187;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.833;2.809;-2.833;0.191;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.847;2.814;-2.847;0.186;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.855;2.784;-2.855;0.216;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.862;2.805;-2.862;0.195;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.816;2.825;-2.816;0.175;3;4;4;9;14;3
0;2;0.097;7;3;16;5;3;5.867;2.810;-2.867;0.19;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.845;2.818;-2.845;0.182;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.841;2.814;-2.841;0.186;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.838;2.813;-2.838;0.187;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.840;2.814;-2.84;0.186;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.845;2.818;-2.845;0.182;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.842;2.816;-2.842;0.184;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.856;2.801;-2.856;0.199;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.862;2.805;-2.862;0.195;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.837;2.816;-2.837;0.184;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.854;2.798;-2.854;0.202;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.870;2.769;-2.87;0.231;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.871;2.767;-2.871;0.233;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.827;2.815;-2.827;0.185;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.865;2.809;-2.865;0.191;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.867;2.811;-2.867;0.189;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.860;2.805;-2.86;0.195;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.811;2.791;-2.811;0.209;3;4;2;9;14;3
0;2;0.097;6;3;16;5;3;5.678;2.728;-2.678;0.272;3;4;2;9;14;3
0;2;0.097;6;3;16;5;3;5.707;2.738;-2.707;0.262;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.824;2.791;-2.824;0.209;3;4;2;9;14;3
0;2;0.097;6;3;16;5;3;5.712;2.724;-2.712;0.276;3;4;1;9;14;3
0;2;0.097;7;3;16;6;3;5.804;2.794;-2.804;0.206;3;4;4;9;14;3
0;2;0.097;7;3;16;5;3;5.804;2.805;-2.804;0.195;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.741;2.785;-2.841;0.215;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.843;2.789;-2.843;0.211;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.831;2.817;-2.831;0.183;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.834;2.809;-2.834;0.191;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.837;2.783;-2.837;0.217;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.870;2.731;-2.87;0.269;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.865;2.737;-2.865;0.263;3;4;2;9;14;3
0;2;0.097;7;3;16;5;3;5.704;2.792;-2.704;0.208;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.706;2.730;-2.706;0.27;3;4;2;9;14;3
